,agenda_name,agenda_id,agenda_url
130,도로교통법 일부개정법률안(대안),2205467,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2U4G0Y9L2W4N2S1A2G4Z3P4T6T7J6
131,공직선거법 일부개정법률안(대안),2206328,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2H4L1L1G2N7C2C0J3Y7B2Z8E4W1M7
132,자연재해대책법 일부개정법률안,2201199,http://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_K2O4L0L6Y2B8Y2Z1Q1T1G3O6Y2D7G6
133,재난 및 안전관리 기본법 일부개정법률안(대안),2206320,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2J4B1Z1R2M7N2F0B3J6Z2K1Z2F3W7
134,지방공무원법 일부개정법률안(대안),2206319,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2Y4N1C1P2I7R2C0Y3V5L2D8R8H1K3
135,국가공무원법 일부개정법률안(대안),2206327,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2M4A1A1J2P7L2H0N3N4N5K3G9Q6Z2
136,공무원 재해보상법 일부개정법률안(대안),2206330,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2T4O1S1H2I7K2Q0S3G3H4A7J4Y6A3
137,지방공기업법 일부개정법률안,2202819,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2A4Y0G8H1F2F1E1F1D5D1L8J8K3I0
138,전자정부법 일부개정법률안(대안),2206324,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2Q4E1I1O2J7U2U0P3P3Z1J1O4M5X7
139,새마을금고법 일부개정법률안(대안),2206325,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2F4J1V1W2O7B2Y0A3V2Z0O6E4M0T2
140,여수ㆍ순천 10ㆍ19사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안(대안),2206322,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2B4O1Y1P2S7V2O0Y3Q2X3H8N5T3E0
141,방위산업 발전 및 지원에 관한 법률 일부개정법률안,2201864,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2R4Z0A6Z0Z7X0W9W5E9F5D2E6C5B4
142,병역법 일부개정법률안(대안),2206316,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2W4U1V1R2W7H1O1Z2M7G2S9O1W4D5
143,군인사법 일부개정법률안(대안),2205419,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2N4M0O9E2I4I1I7N3D1V1N8V0N0S3
144,국방정보화 기반조성 및 국방정보자원관리에 관한 법률 일부개정법률안,2204097,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2M4V0T7U3T1R1A6Y0X9W0W6M5K0J4
145,군인의 지위 및 복무에 관한 기본법 일부개정법률안,2203735,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2F4F0E9E0D5D1C0C4K8I4J9H6I4G4
146,군인 재해보상법 일부개정법률안,2203091,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2K4J0H7G2V9W0V9U4S3A3B6A6Y2X3
147,군인복지기본법 일부개정법률안,2203066,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2F4Z0Y6X1W4E1D7A0I6H5H3F6O9N1
148,피한정후견인 결격조항 정비를 위한 국방위원회 소관 2개 법률 일부개정을 위한 법률안,2202911,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2L4T0U8S1T2R1Q0Q4Y1Y3X9Y7W0U6
149,군인보수법 일부개정법률안,2202298,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2J4H0H7Q1O1O1N2O5M3U4U4T3U9S9
150,국가배상법 일부개정법률안(대안),2206315,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2W4Z1Z2X0H9V1B1J5J6I5D8C8Z2M4
151,교통사고처리 특례법 일부개정법률안(대안),2206318,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2M4G1C2J0J9Y1C1W5M6G0W1Y6Q3B4
152,각급 법원 판사 정원법 일부개정법률안,2205380,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2E4E1D1B0B5A1B4I0J2H0G6G2E3G5
153,의사일정 변경동의의 건,2202525,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2N4M0L8E0A2F1D3M4Z9T1M2W7E8L2
154,법무부ㆍ검찰청ㆍ검사의 헌법ㆍ법령 위반 등 관련 감사원에 대한 감사요구안,2206195,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2M4G1Z2D0P2C1L7T0Y6A4Z7X2K9N3
155,비상계엄해제요구 결의안,2206197,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2W4R1Q2I0U4B0O0Y5Q5Z4N6H5E8O7
156,2023회계연도 예비비지출 승인의 건,2200052,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2N4K0C6O2F8F1P3Y1X5O5A5P8D3B1
157,2023회계연도 결산,2200051,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2O4P0F6H2U8T1O0K5T3P0I0A2K2Q3
158,국민연금법 일부개정법률안(대안),2203265,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2P4T0C8H2P3A1B1K5A2E4C0Y8M9F8
159,장애인활동 지원에 관한 법률 일부개정법률안(대안),2205954,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2K4C1X1H2F0M2Z0D5K9K3C8T6P7Z2
160,장애아동 복지지원법 일부개정법률안,2201217,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2X4X0W6U1V0T2U1Q3Q6O4N5N7L4N5
161,노인장기요양보험법 일부개정법률안(대안),2205952,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2C4G1F1Y2S0Q2R0C5W8C3F1C5Z6M3
162,노인 일자리 및 사회활동 지원에 관한 법률 일부개정법률안,2203550,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2W4U0C8C0A5B0Z9A5Y7G4H0F1F0E5
163,노인복지법 일부개정법률안(대안),2205951,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2I4I1T1G2K0Y2W0S5Q7W4I5Z6F4V1
164,감염병의 예방 및 관리에 관한 법률 일부개정법률안,2202816,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2L4K0S7R2P5O1K6J3J5I4H8P1N2M0
165,사회보장기본법 일부개정법률안,2203344,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2J4J0I8G2H6F1G5N4E5C1D0L3L4J0
166,사회보장급여의 이용·제공 및 수급권자 발굴에 관한 법률 일부개정법률안,2202196,http://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_Y2U4Y0J7R2E4X1Y4B0C5D1T9I8C6Q1
167,노후준비 지원법 일부개정법률안,2202089,http://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_G2N4B0O7H2D2T1L4W1X3C1V2E4Q2P6
168,약사법 일부개정법률안(대안),2205953,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2Q4G1S1S2N0G2F1V0C8F0W5X5H5R7
169,의료법 일부개정법률안(대안),2205949,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2K4E1S1W2Q0J2W0P5B5M3M3A9Q0Y0
170,보건의료기본법 일부개정법률안(대안),2205964,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2C4C1O1V2V0N2G0J5X0V5Z3L7Z5Z0
171,쌀값 정상화를 위한 정부 대책 촉구 결의안,2205744,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2E4L1M1L2J0J1I1I4Q4R0P1N5O9N9
172,가자지구에서의 즉각적이고 영구적인 휴전 촉구 결의안(대안),2205994,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2W4W1K1Q2D7I2R0O3C7S1N5L1G0F5
173,2024년도 행정안전위원회 국정감사에 따른 감사원에 대한 감사요구안,2205778,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2J4E1Q1H2S0L1H9O5W5C4G1G4W4T2
174,2024년도 교육위원회 국정감사 결과에 따른 감사원에 대한 감사요구안,2205945,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2M4S1J1O2T7Z1F5V1V8H3U4Y1A2D7
175,국군부대의 소말리아 아덴만 해역 파견연장 동의안,2204496,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2P4S1N0V0H2V1D4Z1V9J4L4Q7T8Q0
176,국군부대의 아랍에미리트(UAE)군 교육훈련 지원 등에 관한 파견연장 동의안,2204494,http://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_R2L4Y1Q0N0D2B1J2N4Y0P4K1S0F9G3
177,대한민국과 아메리카합중국 간의 상호방위조약 제4조에 의한 시설과 구역 및 대한민국에서의 합중국군대의 지위에 관한 협정 제5조에 대한 특별조치에 관한 대한민국과 미합중국 간의 협정 비준동의안,2205260,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2N4M1G1X0I5Y1Y4J1Y3V3U2W5K9U8
178,농수산물 유통 및 가격안정에 관한 법률 일부개정법률안(대안),2205973,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2U4H1J1I2W1O1L8K0A6B4E5H9Y6H7
179,양곡관리법 일부개정법률안(대안),2205978,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2X4O1Y1Q2E1C1K7A2X7J2V0M3F7K2
180,농어업재해대책법 일부개정법률안(대안),2205977,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2D4X1O1R2F1Q1I7V2B4O5Z2L9I5B5
181,농어업재해보험법 일부개정법률안(대안),2205975,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2Y4B1M1S2O1D1Y7S2A2P5T0X2N1N2
182,도시와 농어촌 간의 교류촉진에 관한 법률 일부개정법률안(대안),2205971,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2H4O1A1L2F1O1E3O5S4C4Q1P5R2F5
183,자치입법권 강화 및 지방자율성 제고를 위한 농어촌정비법 등 10개 법률의 일부개정에 관한 법률안,2201193,http://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_C2Z4Z0C6Z2W8Q2R0G1B1Q0E5I5T8S0
184,농어업인 삶의 질 향상 및 농어촌지역 개발촉진에 관한 특별법 일부개정법률안,2204220,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2G4H0F9G0E9F1D3L2L6K1L4J0J3I2
185,푸드테크산업 육성에 관한 법률안(대안),2205976,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2G4X1O1Z2W1X1W3C4E9I4P1G5A9O1
186,수상에서의 수색·구조 등에 관한 법률 일부개정법률안,2203079,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2I4I0G8F2F0E1F7M0N0L5K0K5J8J1
187,선박교통관제에 관한 법률 일부개정법률안,2201686,http://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_D2H4Y0X7G1M2Y1K5T1P0P3H7H4J5N6
188,수상레저안전법 일부개정법률안,2200402,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Z4Y0Y6G1H0F1G9E3F1D0Z6Z1Y9Y7
189,해양폐기물 및 해양오염퇴적물 관리법 일부개정법률안,2201593,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2E4D0C6W1V4U1D4B2B1Z4I0G4D3L1
190,어선법 일부개정법률안(대안),2205972,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2H4V1D1I2I0Y1Z5E4H4F2O5L7N9Y1
191,낚시 관리 및 육성법 일부개정법률안,2201586,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2L4E0E6D1L4K1H4P2O0E5D6L2I7I3
192,해양환경관리법 일부개정법률안(대안),2205974,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Q4E1E1T2V0O1K5R4K2B1P6Y1C3K1
193,국립해양과학관의 설립 및 운영에 관한 법률 일부개정법률안,2200782,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2V4A0U6T2T0Z1Z4Y0E2D2V8U6B2A6
194,해양치유자원의 관리 및 활용에 관한 법률 일부개정법률안,2200493,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2N4O0N6N1L0T1U0S5T3R1S5Q2R0Z7
195,북한이탈주민의 보호 및 정착지원에 관한 법률 일부개정법률안(대안),2205965,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2C4K1F1V1K3U1X3D5W7O0N3N9W8V9
196,6·25전쟁 납북피해 진상규명 및 납북피해자 명예회복에 관한 법률 일부개정법률안,2204233,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2X4V0V8D0E5C1B6B5Z4A5W9X9V5V7
197,2025 경주 아시아태평양경제협력체 정상회의 지원 특별법안,2203440,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2H4F0F8E1E2M1L7L5J0K1I6J0R2P4
198,국가과학기술 경쟁력 강화를 위한 이공계지원 특별법 일부개정법률안(대안),2205963,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2C4N1D1M0L8Q1W3W0D9M1C2M8B3H4
199,특정연구기관 육성법 일부개정법률안,2201971,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2K4L0K7K1S6Q1R3P5Q4O1P1E6C4D5
200,학교체육 진흥법 일부개정법률안(대안),2205968,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2R4A1J1S0W5U1F5C1U8K0Q5N2S9Q6
201,학교용지 확보 등에 관한 특례법 일부개정법률안(대안),2205970,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2T4J1N1Q0T5B1Y5A1F9R4F8V0G2U0
202,학교안전사고 예방 및 보상에 관한 법률 일부개정법률안(대안),2205969,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2B4E1Y1A0F5Q1K5U1C4Y3T1N1X3P8
203,장애인 등에 대한 특수교육법 일부개정법률안,2202004,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2B4J0K7I1J2H1G3G1O4P0N4N8M9K4
204,산업교육진흥 및 산학연협력촉진에 관한 법률 일부개정법률안,2201291,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2U4B0A6Z2I0D1M0J0I9R3Q1M4S7R2
205,고등교육법 일부개정법률안,2201577,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2B4Z0Z7Y0G8G1E1F0E8E1C3D4L2J5
206,채무자 회생 및 파산에 관한 법률 일부개정법률안(대안),2205955,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2J4E1S1S2I6G1V8L3M0C1P3H8S0H1
207,각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안(대안),2205957,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2V4R1V1X2H6Y1C8B2X9E0F6D5G6N5
208,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안(대안),2205960,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2Z4I1D1M2S6Z1F8T2M7B2D3M0R5H9
209,성폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(대안),2205407,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2O4B1L1K0W7T1S4Z5W4T4C0G5W5A4
210,출입국관리법 일부개정법률안,2201627,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2O4N0M6I2G7H0V9T1U9T5I7G8H5G0
211,특별검사후보추천위원회의 구성 및 운영 등에 관한 규칙 일부개정규칙안,2204595,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2E4D1C0A0I7J0I9G5F2N5M8M9L3J3
212,국회에서의 증언·감정 등에 관한 법률 일부개정법률안(대안),2205956,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2S4Q1Z0R3L0Y1Q8D2Y7A5W2X8C9B7
213,국회법 일부개정법률안(대안),2205958,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2P4B1H0V3J0M1P7O4A4M5Y9X0C7X2
214,이진숙 방송통신위원회 위원장의 공무원으로서의 정치적 중립의무 위반 의혹 등에 대한 감사원에 대한 감사요구안,2204913,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2L4N1J0Z2N4Z2Y0V5B8W3W4E0Z8W2
215,대한민국과 에콰도르공화국 간의 형사사법공조 협정 비준동의안,2203229,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2N4P0X8D2O7U1V1O2G4X5G1P7A1P0
216,대한민국과 르완다공화국 간의 소득에 대한 조세의 이중과세 방지와 탈세 및 조세 회피의 예방을 위한 협정 비준동의안,2203228,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2J4Q0P8K2D7P1M1F2W1H0P2C4E0Q5
217,대한민국 정부와 필리핀공화국 정부 간의 자유무역협정 비준동의안,2203224,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2K4G0I8V2K7G1T1M0B1Z5W9G5F2Z8
218,대한민국 정부와 세르비아공화국 정부 간의 투자의 증진 및 보호를 위한 협정 비준동의안,2203230,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2K4K0E8A2Z7U1G1J2Q8E4U1J7A6E4
219,대한민국 정부와 모로코왕국 정부 간의 사회보장에 관한 협정 비준동의안,2203227,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2J4B0J8K2H7G1E1K1K0W5L6I1N5Q3
220,국군부대의 「국제연합 레바논 평화유지군(UNIFIL)」 파견연장 동의안,2204612,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2M4Y1R0L0X8W1L0V3J8Q3X4M8K3W5
221,국군부대의 「국제연합 남수단 임무단(UNMISS)」 파견연장 동의안,2204613,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2G4P1J0B0A8W1S0I4A3R2F5R5W7X3
222,한부모가족지원법 일부개정법률안(대안),2205465,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2B4Y0M9S2B0M1H6Z5Q5N1F4B2V7T2
223,주거기본법 일부개정법률안,2201492,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2U4V0T7U0S1T1R0Z5A7Y2Z2X4X3W6
224,자동차손해배상 보장법 일부개정법률안,2201804,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2K4S0S7R1R5P1O0P1W3X2V5W1V8T4
225,자동차관리법 일부개정법률안,2203337,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2W4W0V8V0U8U1Q4O2P4N4O4M6N7V2
226,시설물의 안전 및 유지관리에 관한 특별법 일부개정법률안,2200874,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2Y4X0F6F1D3F1D4D0B5C0K4I9J5H3
227,새만금사업 추진 및 지원에 관한 특별법 일부개정법률안(대안),2205430,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2Z4L0R9D2C5O1C4N1I2Q0X0G6W3X4
228,산업입지 및 개발에 관한 법률 일부개정법률안(대안),2205435,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2X4W0J9E2K5U1X4E1P2L3J6Y0N5K1
229,도시 및 주거환경정비법 일부개정법률안(대안),2205431,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2U4R0Q9L2B5N1L6E1X4I3V0M9C3W9
230,한국토지주택공사법 일부개정법률안,2202455,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2M4L0K7J2J5S1R8P1O3W0V6U0S9T1
231,희귀질환관리법 일부개정법률안(대안),2205426,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2B4R0J8Q2I3C1P1A5T1R4L1R9T4J6
232,산림보호법 일부개정법률안,2201588,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2A4J0J7H0G2G0F8G4B5C5A7Y3Z7Y9
233,119구조·구급에 관한 법률 일부개정법률안(대안),2205470,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2I4S0D9A2Q4N2O1M2W5U1E3L1Q6D1
234,민방위기본법 일부개정법률안(대안),2205468,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2Z4S0G9D2V4O2L1P2C3S0A6U5O6Y6
235,방위산업기술 보호법 일부개정법률안(대안),2205412,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2X4N0B9H2M4X1D7K3Y8M2Q1Z8Y7R6
236,군인의 지위 및 복무에 관한 기본법 일부개정법률안(대안),2205416,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2B4A0M9X2V4T1P7W3Q3A2P9S0P8F2
237,군인복지기본법 일부개정법률안(대안),2205411,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2E4A0B9U2Z4B1B7L2T9Q2B8J3J8W9
238,특수임무수행자 보상에 관한 법률 일부개정법률안,2202261,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2C4L0I7H1Q8M1L3U1I5I2Q0M1M3U8
239,6·25전쟁 전후 적 지역에서 활동한 비정규군 공로자 보상에 관한 법률 일부개정법률안,2201828,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2W4X0F7G0E1E1C3B5C8J5K7J7J1H5
240,천안함 피격사건 피해구제 및 지원 등을 위한 특별법안,2201110,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2A4Y0H6H2G6E1D4E2M4L0J3I4N0L5
241,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안(대안),2205447,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2X4J0R9O3L0E1L1F3A1T5X7T9S5N0
242,대통령 등의 경호에 관한 법률 일부개정법률안,2201785,http://likms.assembly.go.kr/bill/billDetail.do?billId=ARC_E2I4S0I7L1T6Y1U0D1L9Z3B3T0T9S9
243,국가인권위원회법 일부개정법률안(대안),2205421,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2J4A1L0C3U0C1P7D3Q9B0Y1Y4S1Q8
244,국회도서관법 일부개정법률안,2203001,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2G4N0O8M2N0L1L4K5S6S2R7R3Q5Q2
245,"후쿠시마 원전 오염수 해양투기 1년, 국민과 수산업계 보호를 위한 일본 정부의 오염수 해양투기 중단 및 한국 정부 대응 촉구 결의안",2203319,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2M4K0L8J2J7I0Q9Q5P5P0N1O7N5N4
246,2023회계연도 한국교육방송공사 결산 승인안,2200072,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2K4P0O5S3T1K2G0Z3W7J2V3B9B8A9
247,2023회계연도 한국방송공사 결산 승인안,2200071,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2F4B0Y5C3G1C2H0H3S3V2U5H5L5M2
248,방송통신위원회의 불법적 2인 구조 및 공영방송 이사 선임 과정 등에 대한 감사원에 대한 감사요구안,2203321,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2U4U0H8V2S8M1G7I4G5W1D3D3W4B1
249,양육비 이행확보 및 지원에 관한 법률 일부개정법률안(대안),2204313,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2G4Z0A9H2E3N1F7Q0R3H4U4G0U1B2
250,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),2204314,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2A4J0Y9I2L0O1F6H5H2R5Q5B1K5R2
251,성폭력방지 및 피해자보호 등에 관한 법률 일부개정법률안(대안),2204306,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2T4M0E9H2D0C1V6P4L1K0R6M8Q1P8
252,산업재해보상보험법 일부개정법률안,2200842,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2T4U0T6R2Z1Y1Y5X2W6E3C9D5C8A0
253,산업안전보건법 일부개정법률안(대안),2204334,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2R4A0Y9Y1R0G2K0P2O7O5C5L7H4G0
254,근로기준법 일부개정법률안(대안),2204330,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2Q4Q0X9X1J0Z2F0Q1U7J0S4G3O2U1
255,고용보험법 일부개정법률안(대안),2204329,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2D4D0V9J1W0C2K0E1A2Y1Z2Y2X1A7
256,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(대안),2204332,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2Q4S0H9I1P0R2H0D0N7M0F7X5J8J2
